"","LotFrontage","YearBuilt","LotArea","MoSold","YrSold","SalePrice","TotalBsmtSF","1stFlrSF","Neighborhood","School"
"383",87,2008,10367,6,2009,335000,1739,1743,"NridgHt","High"
"384",83,2009,10159,4,2010,395192,1930,1940,"NridgHt","High"
"385",94,2009,12883,6,2010,290941,1544,1544,"NridgHt","High"
"386",95,2005,12182,5,2010,220000,1541,1541,"NridgHt","High"
"387",80,2005,10240,3,2006,275500,1030,1038,"NridgHt","High"
"388",90,2005,11520,6,2010,275000,1698,1698,"NridgHt","High"
"389",102,2005,12151,8,2008,379000,1414,1414,"NridgHt","High"
"390",82,2005,9942,5,2006,338500,1606,1625,"NridgHt","High"
"391",76,2004,9591,10,2007,317000,1143,1143,"NridgHt","High"
"392",76,2004,9591,1,2009,274900,1713,1713,"NridgHt","High"
"393",77,2006,10872,2,2009,300000,1504,1531,"NridgHt","High"
"394",102,2008,13514,3,2009,324000,1774,1808,"NridgHt","High"
"395",79,2005,14122,2,2010,259000,1822,1822,"NridgHt","High"
"396",85,2005,11924,7,2006,345000,1175,1182,"NridgHt","High"
"397",70,2004,10171,3,2010,214000,1517,1535,"NridgHt","High"
"398",103,2005,12867,7,2006,344133,1209,1209,"NridgHt","High"
"399",74,2007,8899,6,2008,250000,948,948,"NridgHt","High"
"400",74,2004,8834,6,2009,350000,1462,1462,"NridgHt","High"
"401",82,2007,9709,9,2007,319500,918,958,"NridgHt","High"
"402",82,2006,10672,11,2006,298236,1054,1054,"NridgHt","High"
"403",82,2005,11643,8,2006,329900,1524,1544,"NridgHt","High"
"404",107,2004,11362,3,2009,280000,1836,1836,"NridgHt","High"
"405",90,2003,12378,11,2006,360000,1896,1944,"NridgHt","High"
"406",85,2003,10655,10,2009,284000,3206,1629,"NridgHt","High"
"407",85,2004,10574,7,2008,316000,1148,1170,"NridgHt","High"
"408",90,2003,12878,6,2009,269500,1760,1760,"NridgHt","High"
"409",79,2009,9541,9,2009,233170,1502,1502,"NridgHt","High"
"410",86,2006,11065,10,2006,281000,1085,1120,"NridgHt","High"
"411",86,2007,10562,11,2007,325624,1582,1610,"NridgHt","High"
"412",94,2006,13615,6,2007,372000,1802,1802,"NridgHt","High"
"413",100,2009,12919,3,2010,611657,2330,2364,"NridgHt","High"
"414",121,2005,13758,3,2006,372397,1792,1792,"NridgHt","High"
"415",131,2004,14828,8,2006,378000,1780,1780,"NridgHt","High"
"416",99,2004,13069,8,2007,342000,1706,1718,"NridgHt","High"
"417",99,2004,12099,6,2007,354000,1136,1136,"NridgHt","High"
"418",72,2003,11846,8,2006,374000,1792,1792,"NridgHt","High"
"419",106,2003,12720,2,2008,615000,2535,2470,"NridgHt","High"
"420",103,2003,13472,6,2009,386250,2392,2392,"NridgHt","High"
"421",110,2003,15274,7,2009,445000,2452,2452,"NridgHt","High"
"422",110,2003,13688,3,2008,412500,1572,1572,"NridgHt","High"
"423",110,2003,14277,1,2007,350000,1317,1217,"NridgHt","High"
"424",96,2003,13262,6,2009,290000,1082,1105,"NridgHt","High"
"425",93,2003,11999,5,2007,285000,1181,1234,"NridgHt","High"
"426",56,2005,20431,4,2006,437154,1848,1848,"NridgHt","High"
"427",85,2003,10625,8,2008,284000,998,1006,"NridgHt","High"
"428",74,2005,10927,6,2006,275000,1058,1058,"NridgHt","High"
"429",NA,2007,12568,8,2007,281500,895,895,"NridgHt","High"
"430",70,2005,9926,5,2007,245700,1614,1614,"NridgHt","High"
"431",70,2006,9658,7,2009,255900,1598,1606,"NridgHt","High"
"432",71,2005,9254,1,2007,232698,1721,1721,"NridgHt","High"
"433",92,2006,10732,2,2007,250000,1298,1298,"NridgHt","High"
"434",92,2003,10845,6,2008,284000,1603,1575,"NridgHt","High"
"435",NA,2004,13215,2,2006,279000,1420,1426,"NridgHt","High"
"436",61,2005,7577,6,2007,194700,1362,1362,"NridgHt","High"
"437",34,2005,3901,8,2007,204000,1302,1302,"NridgHt","High"
"438",34,2005,3903,5,2007,200000,1302,1302,"NridgHt","High"
"439",41,2005,6289,6,2007,207000,1362,1362,"NridgHt","High"
"440",47,2005,6904,8,2009,213000,1358,1358,"NridgHt","High"
"441",34,2005,5381,8,2009,196000,1306,1306,"NridgHt","High"
"442",34,2005,5122,3,2009,184500,1306,1306,"NridgHt","High"
"443",43,2005,7052,6,2006,185850,1364,1364,"NridgHt","High"
"444",44,2009,6371,6,2010,224000,1358,1358,"NridgHt","High"
"445",80,2007,10307,5,2009,212500,1350,1358,"NridgHt","High"
"446",34,2007,5001,7,2009,230000,1314,1314,"NridgHt","High"
"447",110,2003,14300,6,2010,500000,2846,2696,"NridgHt","High"
"448",100,2004,14836,2,2009,552000,2492,2492,"NridgHt","High"
"449",105,2002,13650,6,2010,320000,1671,1687,"NridgHt","High"
"450",117,2003,15262,7,2009,382500,2200,2200,"NridgHt","High"
"451",130,2001,16900,1,2008,421250,1479,1515,"NridgHt","High"
"452",112,2003,16451,7,2008,370000,1765,1804,"NridgHt","High"
"453",61,2005,7658,2,2010,319900,1752,1752,"NridgHt","High"
"454",48,2005,5911,3,2006,282500,1560,1565,"NridgHt","High"
"455",58,2008,10110,11,2008,336860,1858,1866,"NridgHt","High"
"456",44,2008,7390,5,2009,320000,1884,1884,"NridgHt","High"
"457",48,2008,6472,4,2009,248500,1451,1456,"NridgHt","High"
"458",65,2008,8769,10,2008,367294,1702,1702,"NridgHt","High"
"459",135,2005,12304,6,2008,192000,1367,1367,"NridgHt","High"
"460",48,2005,6955,9,2006,202500,1368,1368,"NridgHt","High"
"461",40,2005,6792,3,2006,202665,1368,1368,"NridgHt","High"
"462",41,2006,7132,4,2010,205000,1370,1370,"NridgHt","High"
"463",34,2006,4590,8,2007,209500,1554,1554,"NridgHt","High"
"464",34,2006,4590,5,2007,209500,1554,1554,"NridgHt","High"
"465",44,2006,6442,10,2007,202500,1370,1370,"NridgHt","High"
"466",129,2002,16770,9,2009,286500,1712,1712,"NridgHt","High"
"467",62,2003,12677,4,2008,274000,1518,1518,"NridgHt","High"
"468",48,2005,7841,5,2007,280000,1577,1577,"NridgHt","High"
"469",63,2005,8849,7,2008,266000,1684,1684,"NridgHt","High"
"470",60,2005,7313,8,2007,277500,1561,1561,"NridgHt","High"
"471",61,2006,7740,6,2006,332200,1686,1686,"NridgHt","High"
"472",48,2006,6373,6,2006,310090,1666,1666,"NridgHt","High"
"473",68,2007,7820,12,2007,318061,1869,1869,"NridgHt","High"
"474",89,2007,8232,6,2008,370967,1800,1800,"NridgHt","High"
"475",48,2006,6240,6,2008,234250,1342,1342,"NridgHt","High"
"476",48,2006,6240,2,2008,219500,1342,1342,"NridgHt","High"
"477",48,2006,6240,12,2009,254000,1324,1324,"NridgHt","High"
"478",48,2006,6240,9,2007,221370,1324,1324,"NridgHt","High"
"479",48,2003,3480,11,2009,173000,1405,1405,"NridgHt","High"
"480",NA,2003,3136,3,2006,171750,1405,1405,"NridgHt","High"
"481",36,2003,2268,7,2009,173000,764,764,"NridgHt","High"
"482",36,2003,2448,10,2008,155000,764,764,"NridgHt","High"
"483",36,2003,2628,6,2010,175500,764,764,"NridgHt","High"
"484",36,2003,2448,10,2008,154000,764,764,"NridgHt","High"
"485",48,2003,3242,3,2007,200000,1405,1405,"NridgHt","High"
"486",59,2004,8198,7,2008,207000,1358,1358,"NridgHt","High"
"487",59,2007,15810,5,2007,181755,768,768,"Gilbert","High"
"488",65,2005,10237,6,2007,176000,768,768,"Gilbert","High"
"489",65,2005,10237,10,2006,169990,1316,1316,"Gilbert","High"
"490",65,2005,10237,7,2007,178900,783,783,"Gilbert","High"
"491",65,2005,10237,2,2006,170440,728,728,"Gilbert","High"
"492",65,2006,10237,9,2006,169985,738,738,"Gilbert","High"
"493",63,2005,10928,6,2009,184000,728,728,"Gilbert","High"
"494",58,2006,13204,5,2007,168165,608,608,"Gilbert","High"
"495",58,2006,17104,9,2006,179665,654,664,"Gilbert","High"
"496",58,2006,14054,11,2006,219210,879,879,"Gilbert","High"
"497",100,2005,18494,1,2010,199500,1324,1324,"Gilbert","High"
"498",57,2005,8918,7,2009,167800,745,745,"Gilbert","High"
"499",102,2006,11660,7,2006,174190,1326,1326,"Gilbert","High"
"500",62,2006,8857,3,2007,171925,738,738,"Gilbert","High"
"501",63,2006,9729,6,2007,198444,698,698,"Gilbert","High"
"502",88,2005,12216,6,2007,203000,1326,1326,"Gilbert","High"
"503",149,2005,12589,6,2009,174000,742,742,"Gilbert","High"
"504",122,2005,11911,3,2009,174000,684,684,"Gilbert","High"
"505",65,2007,9018,7,2007,179540,728,728,"Gilbert","High"
"506",105,2006,15578,5,2006,172785,728,728,"Gilbert","High"
"507",96,2004,11631,6,2006,258000,1052,1052,"Gilbert","High"
"508",75,2006,9073,10,2006,185101,738,738,"Gilbert","High"
"509",73,2007,8993,8,2007,176485,1302,1302,"Gilbert","High"
"510",73,2007,8899,8,2007,181134,1340,1340,"Gilbert","High"
"511",73,2006,8499,3,2007,156932,616,616,"Gilbert","High"
"512",72,2007,8229,12,2007,166000,752,752,"Gilbert","High"
"513",64,2007,7713,7,2007,177594,728,728,"Gilbert","High"
"514",64,2007,7697,8,2007,173500,1246,1258,"Gilbert","High"
"515",53,2006,3922,6,2007,172500,1258,1258,"Blmngtn","High"
"516",53,2006,3922,2,2007,194201,1258,1402,"Blmngtn","High"
"517",43,2006,3087,11,2006,210250,1220,1364,"Blmngtn","High"
"518",43,2006,3203,1,2010,160000,1145,1145,"Blmngtn","High"
"519",53,2007,3684,6,2009,174000,1373,1555,"Blmngtn","High"
"520",51,2007,3635,5,2009,175900,1386,1569,"Blmngtn","High"
"521",NA,2003,3196,10,2006,234000,1374,1557,"Blmngtn","High"
"522",NA,2003,3196,5,2006,215000,1273,1456,"Blmngtn","High"
"523",NA,2003,3940,8,2008,195000,1415,1455,"Blmngtn","High"
"524",NA,2002,2938,5,2006,246990,1368,1511,"Blmngtn","High"
"525",NA,2003,3621,11,2007,226500,1406,1589,"Blmngtn","High"
"526",NA,2004,3940,5,2008,219990,1393,1576,"Blmngtn","High"
"527",NA,2004,3072,5,2006,178740,1375,1414,"Blmngtn","High"
"528",NA,2004,3072,9,2006,225000,1365,1548,"Blmngtn","High"
"529",43,2005,3182,5,2009,192500,1373,1555,"Blmngtn","High"
"530",43,2004,3182,4,2010,192000,1256,1269,"Blmngtn","High"
"531",43,2005,3182,5,2008,191000,1346,1504,"Blmngtn","High"
"532",43,2005,3182,5,2009,181000,1346,1504,"Blmngtn","High"
"533",43,2005,3182,8,2009,180000,1220,1220,"Blmngtn","High"
"534",43,2005,3182,9,2009,160200,1145,1145,"Blmngtn","High"
"535",43,2007,3182,3,2008,159895,1266,1266,"Blmngtn","High"
"536",53,2007,3710,3,2008,187687,1146,1246,"Blmngtn","High"
"537",43,2005,3010,3,2006,167240,1248,1248,"Blmngtn","High"
"538",43,2005,3010,6,2006,156820,1142,1142,"Blmngtn","High"
"539",53,2007,3710,8,2007,185485,1266,1266,"Blmngtn","High"
"540",43,2005,3013,4,2006,213490,1362,1506,"Blmngtn","High"
"541",53,2006,3982,10,2006,264561,1520,1567,"Blmngtn","High"
"542",53,2006,4045,10,2006,246578,1356,1500,"Blmngtn","High"
"543",182,2004,14572,11,2007,259000,1530,1530,"Gilbert","High"
"544",67,2004,13300,6,2010,184500,384,744,"Gilbert","High"
"545",65,2004,16219,4,2007,188500,835,1119,"Gilbert","High"
"546",60,2005,21930,7,2006,192140,732,734,"Gilbert","High"
"547",87,2004,11084,6,2007,175000,384,744,"Gilbert","High"
"548",71,2004,7795,7,2009,188500,716,716,"Gilbert","High"
"549",80,2004,9024,7,2008,179000,789,813,"Gilbert","High"
"550",NA,2002,7861,6,2006,183200,783,807,"Gilbert","High"
"551",NA,2002,8068,12,2009,200000,1010,1010,"Gilbert","High"
"552",62,2004,7415,4,2008,193000,839,864,"Gilbert","High"
"553",74,2004,9056,10,2006,178000,707,707,"Gilbert","High"
"554",59,2004,11796,7,2007,215000,847,847,"Gilbert","High"
"555",59,2006,10936,4,2007,206580,1510,1525,"Gilbert","High"
"556",59,2005,9587,7,2008,190000,856,1166,"Gilbert","High"
"557",59,2004,9171,7,2006,201490,848,848,"Gilbert","High"
"558",59,2004,9434,8,2009,170000,384,744,"Gilbert","High"
"559",62,2004,8244,5,2007,183500,840,840,"Gilbert","High"
"560",62,2004,7984,9,2009,189500,868,868,"Gilbert","High"
"561",51,2005,8029,7,2008,176000,728,728,"Gilbert","High"
"562",NA,2002,8010,7,2008,188000,840,840,"Gilbert","High"
"563",NA,2002,7750,3,2009,184100,408,779,"Gilbert","High"
"564",NA,2002,7851,5,2010,216500,860,860,"Gilbert","High"
"565",106,2000,11194,11,2006,230500,1406,1454,"Gilbert","High"
"566",63,2004,8577,4,2010,185088,847,847,"Gilbert","High"
"567",61,2004,10125,7,2009,195500,846,846,"Gilbert","High"
"568",NA,2003,11950,10,2007,165500,384,754,"Gilbert","High"
"569",NA,2003,8965,6,2009,192000,782,806,"Gilbert","High"
"570",NA,2003,8396,5,2008,213000,847,847,"Gilbert","High"
"571",NA,2003,8174,5,2009,178000,698,698,"Gilbert","High"
"572",63,2003,7875,7,2006,180000,783,807,"Gilbert","High"
"573",63,2003,7875,7,2007,211000,847,847,"Gilbert","High"
"574",NA,2000,7750,4,2010,180000,384,774,"Gilbert","High"
"575",34,2007,5063,4,2009,207500,1314,1314,"NridgHt","High"
"576",55,2007,7301,11,2008,217300,1350,1358,"NridgHt","High"
"577",NA,2000,8063,11,2007,181000,924,948,"Gilbert","High"
"578",NA,2000,8121,1,2006,172400,953,953,"Gilbert","High"
"579",NA,2000,8795,4,2009,236000,952,980,"Gilbert","High"
"580",NA,2000,8658,4,2006,215000,982,1008,"Gilbert","High"
"581",NA,2002,8740,7,2007,219500,854,864,"Gilbert","High"
"582",NA,2002,12891,7,2009,257500,870,878,"Gilbert","High"
"583",NA,1998,11214,7,2006,199900,930,956,"Gilbert","High"
"584",62,1999,7917,8,2007,175000,953,953,"Gilbert","High"
"585",93,2000,10261,5,2008,186500,936,962,"Gilbert","High"
"586",76,2000,9967,12,2007,170000,384,774,"Gilbert","High"
"587",71,2000,8220,7,2008,226750,982,1008,"Gilbert","High"
"588",NA,2000,12224,7,2009,244000,992,1022,"Gilbert","High"
"589",60,2004,15384,2,2008,184000,788,788,"Gilbert","High"
"590",61,2004,9734,5,2009,167000,384,744,"Gilbert","High"
"591",NA,2003,7750,8,2007,162000,660,660,"Gilbert","High"
"592",NA,2002,7750,4,2008,176000,707,707,"Gilbert","High"
"593",60,2000,8123,6,2009,179000,982,1007,"Gilbert","High"
"594",58,2000,10852,2,2006,173000,959,959,"Gilbert","High"
"595",58,2000,9487,6,2007,187000,915,940,"Gilbert","High"
"596",42,2000,8433,6,2009,190000,794,819,"Gilbert","High"
"597",62,1999,7750,3,2009,156000,384,774,"Gilbert","High"
"598",NA,2001,9505,5,2010,222500,884,884,"Gilbert","High"
"599",NA,1999,15896,5,2009,245000,1177,1223,"Gilbert","High"
"600",NA,1999,24682,6,2009,181000,841,892,"Gilbert","High"
"601",41,1999,12460,5,2008,225000,1037,1037,"Gilbert","High"
"602",NA,1999,8755,6,2009,214000,992,1022,"Gilbert","High"
"603",NA,2006,12104,8,2006,287602,1035,1082,"Gilbert","High"
"604",59,1999,9649,5,2007,185000,941,961,"Gilbert","High"
"605",64,1999,7848,6,2009,168000,384,774,"Gilbert","High"
"606",77,1999,8390,5,2008,185900,831,873,"Gilbert","High"
"607",66,1999,8738,2,2006,230000,975,1005,"Gilbert","High"
"608",82,1997,9452,6,2006,348000,1396,1407,"NoRidge","High"
"609",84,1997,9660,9,2008,284500,1173,1182,"NoRidge","High"
"610",84,1998,9660,2,2006,286000,1044,1079,"NoRidge","High"
"611",83,2000,9545,6,2006,300000,1160,1205,"NoRidge","High"
"612",82,1999,9430,7,2009,337000,1252,1268,"NoRidge","High"
"613",80,1998,9200,6,2008,315000,1470,1470,"NoRidge","High"
"614",160,1996,15623,7,2007,745000,2396,2411,"NoRidge","High"
"615",118,1995,35760,7,2006,625000,1930,1831,"NoRidge","High"
"616",174,1995,15138,7,2009,403000,1462,1490,"NoRidge","High"
"617",100,1997,12191,6,2007,384500,1779,1779,"NoRidge","High"
"618",84,2000,14260,12,2008,250000,1145,1145,"NoRidge","High"
"619",NA,2000,11000,6,2007,248000,969,997,"NoRidge","High"
"620",NA,2000,11000,6,2008,291000,1519,1533,"NoRidge","High"
"621",NA,2000,9233,3,2006,405000,1540,1540,"NoRidge","High"
"622",NA,2001,11400,3,2007,466500,2633,2633,"NoRidge","High"
"623",106,2000,12720,9,2009,327000,1455,1466,"NoRidge","High"
"624",108,1999,14774,5,2010,333168,1393,1422,"NoRidge","High"
"625",89,1998,10557,7,2007,410000,1408,1671,"NoRidge","High"
"626",74,1998,11002,1,2007,322500,1389,1411,"NoRidge","High"
"627",NA,1998,16545,5,2009,340000,1284,1310,"NoRidge","High"
"628",78,1998,12011,6,2006,280000,1086,1086,"NoRidge","High"
"629",60,1998,17433,1,2010,355000,1629,1645,"NoRidge","High"
"630",98,1998,12203,7,2009,336000,1225,1276,"NoRidge","High"
"631",136,1998,11675,7,2008,350000,1982,2006,"NoRidge","High"
"632",93,1998,12090,7,2006,258000,1141,1165,"NoRidge","High"
"633",83,1998,10790,5,2007,252000,1066,1108,"NoRidge","High"
"634",104,1994,21535,1,2007,755000,2444,2444,"NoRidge","High"
"635",79,1996,10208,7,2009,265000,1264,1277,"NoRidge","High"
"636",92,1996,9920,6,2007,269790,1117,1127,"NoRidge","High"
"637",97,1996,10990,6,2008,279500,1064,1064,"NoRidge","High"
"638",95,1996,11787,8,2007,315750,1379,1383,"NoRidge","High"
"639",59,1996,10593,3,2010,260400,1720,1720,"NoRidge","High"
"640",83,1995,10019,6,2006,350000,1342,1358,"NoRidge","High"
"641",82,1995,9950,6,2007,290000,1203,1214,"NoRidge","High"
"642",114,1993,17242,5,2006,584500,1733,1933,"NoRidge","High"
"643",NA,1995,11929,6,2008,290000,1242,1251,"NoRidge","High"
"644",NA,1994,10750,6,2009,315000,2024,2063,"NoRidge","High"
"645",NA,1994,10236,6,2006,321000,1290,1305,"NoRidge","High"
"646",91,1995,10437,8,2008,350000,2109,2113,"NoRidge","High"
"647",98,1994,12256,4,2010,325000,1463,1500,"NoRidge","High"
"648",65,1995,12257,11,2007,290000,1318,1328,"NoRidge","High"
"649",96,1993,10542,8,2008,341000,1311,1325,"NoRidge","High"
"650",90,1993,9900,4,2009,260000,1347,1372,"NoRidge","High"
"651",91,1993,10010,7,2008,287500,1080,1108,"NoRidge","High"
"652",92,1994,10120,12,2006,290000,1165,1203,"NoRidge","High"
"653",NA,1993,12585,10,2006,315000,1286,1565,"NoRidge","High"
"654",NA,1992,12692,5,2007,430000,3200,3228,"NoRidge","High"
"655",88,1992,11762,9,2007,263000,1105,1105,"NoRidge","High"
"656",82,1996,9044,5,2007,330000,1325,1335,"NoRidge","High"
"657",92,1999,11764,4,2010,290000,1152,1164,"NoRidge","High"
"658",58,1998,16770,6,2010,221000,1195,1195,"NoRidge","High"
"659",79,1995,9085,11,2009,260000,1070,1094,"NoRidge","High"
"660",56,1995,14720,3,2010,410000,2033,2053,"NoRidge","High"
"661",NA,1993,11692,10,2009,263550,1173,1215,"NoRidge","High"
"662",81,1994,10944,8,2008,271000,1223,1223,"NoRidge","High"
"663",91,1994,14303,8,2008,301500,1986,1987,"NoRidge","High"
"664",52,1994,46589,7,2009,402000,1629,1686,"NoRidge","High"
"665",NA,1994,29959,1,2009,248000,973,979,"NoRidge","High"
"666",92,2007,11932,6,2008,235128,1580,1580,"Somerst","High"
"667",74,2008,9612,12,2009,244600,1468,1468,"Somerst","High"
"668",75,2007,9910,9,2007,213133,1369,1369,"Somerst","High"
"669",86,2007,14598,1,2008,214000,894,894,"Somerst","High"
"670",91,2007,11830,7,2007,260261,1542,1542,"Somerst","High"
"671",75,2006,11957,7,2008,232000,1574,1574,"Somerst","High"
"672",75,2005,12447,1,2006,252000,1100,1116,"Somerst","High"
"673",74,2006,13253,5,2008,240000,1578,1578,"Somerst","High"
"674",75,2008,14587,8,2008,264132,1498,1506,"Somerst","High"
"675",84,2006,11670,3,2007,320000,1905,1905,"Somerst","High"
"676",49,2006,15218,9,2006,336820,1670,1670,"Somerst","High"
"677",49,2007,15256,8,2007,282922,1485,1464,"Somerst","High"
"678",49,2005,20896,1,2006,423000,2077,2097,"Somerst","High"
"679",85,2006,10182,5,2006,290000,1660,1660,"Somerst","High"
"680",86,2008,11194,9,2009,275000,1696,1696,"Somerst","High"
"681",76,2006,10612,1,2007,215000,1524,1534,"Somerst","High"
"682",98,2007,12291,10,2007,419005,1966,1966,"Somerst","High"
"683",116,2006,13501,6,2007,255000,1623,1636,"Somerst","High"
"684",78,2007,10206,10,2008,245000,1563,1563,"Somerst","High"
"685",78,2008,10206,9,2009,257500,1614,1658,"Somerst","High"
"686",91,2008,12274,7,2008,227680,1417,1428,"Somerst","High"
"687",75,2006,9986,2,2007,147000,1795,1795,"Somerst","High"
"688",73,2007,9801,7,2008,257000,1341,1341,"Somerst","High"
"689",85,2007,9965,9,2007,235876,1528,1528,"Somerst","High"
"690",80,2007,9428,2,2008,297900,955,955,"Somerst","High"
"691",78,2008,9262,5,2009,287090,1573,1578,"Somerst","High"
"692",79,2007,9416,9,2007,311872,1726,1726,"Somerst","High"
"693",85,2007,10130,3,2009,275500,1702,1702,"Somerst","High"
"694",83,2007,9849,6,2007,248328,1689,1689,"Somerst","High"
"695",85,2006,10000,12,2007,227000,1588,1588,"Somerst","High"
"696",87,2006,10037,8,2008,247000,1460,1460,"Somerst","High"
"697",73,2005,8688,4,2006,232000,1616,1616,"Somerst","High"
"698",74,2005,8847,12,2007,260000,1538,1538,"Somerst","High"
"699",76,2007,9158,6,2007,225000,1496,1496,"Somerst","High"
"700",76,2006,9139,9,2009,245000,1422,1432,"Somerst","High"
"701",70,2005,8251,4,2007,249000,1494,1506,"Somerst","High"
"702",75,2005,9675,2,2009,253000,1113,1113,"Somerst","High"
"703",75,2004,10084,8,2007,307000,1686,1694,"Somerst","High"
"704",85,2005,11128,10,2009,468000,2458,2490,"Somerst","High"
"705",85,2006,10936,9,2006,199000,1504,1504,"Somerst","High"
"706",70,2006,9605,7,2007,250000,982,982,"Somerst","High"
"707",73,2005,8987,5,2010,221500,1595,1595,"Somerst","High"
"708",75,2006,8778,3,2007,221300,1302,1302,"Somerst","High"
"709",92,2009,9215,4,2010,204500,1218,1218,"Somerst","High"
"710",72,2009,8640,7,2009,252678,900,932,"Somerst","High"
"711",72,2007,8640,11,2007,208900,1338,1338,"Somerst","High"
"712",72,2006,8640,10,2006,198600,1278,1278,"Somerst","High"
"713",75,2008,9000,6,2009,210000,768,786,"Somerst","High"
"714",75,2006,9000,6,2007,210400,1335,1335,"Somerst","High"
"715",75,2009,7862,9,2009,208300,1218,1218,"Somerst","High"
"716",90,2008,7993,10,2009,225000,1436,1436,"Somerst","High"
"717",72,2007,8640,7,2008,212700,1363,1372,"Somerst","High"
"718",72,2009,8640,9,2009,229456,1300,1314,"Somerst","High"
"719",72,2007,8640,5,2008,250580,1372,1372,"Somerst","High"
"720",72,2008,8640,5,2009,229800,1402,1402,"Somerst","High"
"721",72,2009,8640,6,2010,215200,756,764,"Somerst","High"
"722",72,2007,8640,11,2007,255000,896,896,"Somerst","High"
"723",81,2007,10411,7,2007,212109,725,725,"Somerst","High"
"724",75,2008,9000,4,2010,262500,1566,1566,"Somerst","High"
"725",75,2006,9000,12,2007,270000,1088,1088,"Somerst","High"
"726",75,2007,9000,8,2007,303477,1184,1184,"Somerst","High"
"727",112,2007,12606,5,2009,250000,1530,1530,"Somerst","High"
"728",112,2007,12217,12,2007,310013,955,955,"Somerst","High"
"729",85,2009,9187,10,2009,370878,1766,1766,"Somerst","High"
"730",75,2006,7500,6,2009,238500,1372,1448,"Somerst","High"
"731",95,2007,11639,12,2008,182000,1428,1428,"Somerst","High"
"732",100,2006,13162,11,2006,405749,2036,2036,"Somerst","High"
"733",84,2006,11096,7,2007,249700,1656,1656,"Somerst","High"
"734",81,2006,11216,6,2006,232600,1489,1489,"Somerst","High"
